OC,B1,B2,B3,B4,B5,B6,B7,NDVI,B1_bare,B2_bare,B3_bare,B4_bare,B5_bare,B6_bare,B7_bare
23.5,0.0643979,0.0743438,0.142388,0.20222899,0.567693,0.33686599,0.182099,0.474676675,0.0900386,0.097457333,0.147975997,0.196351997,0.27125833,0.353572663,0.273823997
23.5,0.0380482,0.0449196,0.0861549,0.11524,0.353802,0.242639,0.135548,0.508615433,0.0900386,0.097457333,0.147975997,0.196351997,0.27125833,0.353572663,0.273823997
23.7,0.0126633,0.00890267,0.0468443,0.0271123,0.384695,0.172879,0.0894911,0.868325307,0.0909134,0.096726,0.1479715,0.1979275,0.2690455,0.351415,0.275644
23.9,0.0384059,0.0341837,0.0553188,0.0648117,0.146437,0.212578,0.157232,0.38639433,0.083263867,0.084530167,0.1355235,0.183814367,0.258292333,0.344214333,0.266393667
23.9,0.0633287,0.0635518,0.114597,0.125435,0.365509,0.26553,0.17614,0.489004856,0.083263867,0.084530167,0.1355235,0.183814367,0.258292333,0.344214333,0.266393667
24,0.102317,0.117597,0.174947,0.238603,0.416096,0.454126,0.309442,0.271106264,0.0839288,0.08365725,0.13678575,0.18544355,0.2554935,0.3459755,0.264638
24.15,0.0334299,0.0313124,0.0700116,0.0821038,0.300365,0.180967,0.111546,0.570664065,0.0839288,0.08365725,0.13678575,0.18544355,0.2554935,0.3459755,0.264638
24.4,0.0662657,0.0603515,0.0952109,0.0976929,0.311081,0.181593,0.111842,0.522019875,0.07428125,0.06922275,0.13159675,0.17902105,0.251155495,0.331121,0.245431
24.5,0.0442082,0.0398928,0.0747196,0.0807592,0.310269,0.160445,0.0959174,0.586939254,0.07095375,0.0716376,0.118384,0.176224,0.258722995,0.333161505,0.2471825
24.6,0.0579057,0.0649026,0.1052,0.13158,0.290815,0.279865,0.180702,0.376981262,0.102534,0.098409,0.13630001,0.189346,0.26365201,0.348709,0.251696
24.7,0.0883224,0.0846644,0.118772,0.119261,0.345845,0.262741,0.171555,0.487166366,0.09048905,0.09370085,0.132016905,0.1891105,0.253881505,0.3354645,0.258371
24.8,0.0255444,0.0265536,0.0738619,0.0699252,0.499991,0.214206,0.108102,0.754612345,0.09048905,0.09370085,0.132016905,0.1891105,0.253881505,0.3354645,0.258371
24.9,0.10202,0.103893,0.160703,0.167572,0.521829,0.345518,0.191124,0.513862034,0.09048905,0.09370085,0.132016905,0.1891105,0.253881505,0.3354645,0.258371
24.9,0.0311288,0.0313024,0.0769586,0.0660505,0.415754,0.174021,0.102418,0.725820328,0.09048905,0.09370085,0.132016905,0.1891105,0.253881505,0.3354645,0.258371
25.2,0.0253391,0.0210692,0.0511979,0.0516643,0.319048,0.129152,0.0656357,0.721270106,0.0824777,0.08626195,0.13899145,0.185536,0.252176,0.3327325,0.2592725
25.3,0.040733,0.0433788,0.0951488,0.113388,0.338363,0.256275,0.160222,0.498006645,0.0865113,0.0835312,0.1502491,0.182197,0.260241,0.343245,0.253499
25.4,0.0728396,0.0766657,0.115234,0.150391,0.348879,0.323986,0.182964,0.397556432,0.0881991,0.0925108,0.149857,0.194161,0.241672,0.330861,0.24543
25.7,0.0258278,0.0249311,0.0576295,0.0505167,0.305219,0.244839,0.14746,0.715987459,0.065927,0.0887051,0.1315624,0.1884649,0.26446701,0.335523,0.25697601
26,0.059165,0.0622573,0.0983383,0.13622899,0.25644699,0.30071601,0.205081,0.306150633,0.071176,0.088687,0.13396699,0.16825199,0.24358601,0.32195502,0.26737601
26.2,0.0302969,0.0294162,0.0679173,0.0719991,0.309863,0.198133,0.119372,0.622905232,0.0862119,0.0929791,0.11978495,0.1600075,0.247926,0.3296515,0.2597925
26.2,0.0369216,0.0332874,0.0662614,0.0633439,0.391123,0.201477,0.107278,0.721238664,0.0862119,0.0929791,0.11978495,0.1600075,0.247926,0.3296515,0.2597925
26.5,0.0628871,0.0557557,0.0851346,0.0934483,0.399714,0.196253,0.108577,0.621024154,0.068024,0.0708775,0.1305181,0.1712536,0.2594655,0.340542,0.2589585
26.8,0.00349011,0.0075001,0.0471754,0.0718701,0.230429,0.272245,0.204821,0.524509997,0.067030467,0.0714182,0.1277424,0.1713714,0.254315333,0.33546267,0.257268663
27,0.0145251,0.0151381,0.0433072,0.0314154,0.310118,0.163354,0.0961449,0.81603322,0.0631233,0.0573658,0.1245842,0.1724752,0.255058,0.338466,0.255447
27.2,0.0316837,0.0262384,0.0549562,0.0501533,0.346245,0.145529,0.090041,0.74695502,0.06408335,0.0649327,0.1233876,0.1720411,0.2495365,0.331885005,0.254667995
27.6,0.0155379,0.0131756,0.0433286,0.03956,0.302161,0.148873,0.0814931,0.768466088,0.06408335,0.0649327,0.1233876,0.1720411,0.2495365,0.331885005,0.254667995
27.7,0.0474905,0.0493286,0.100499,0.11859,0.315373,0.239804,0.159375,0.453455709,0.07355895,0.0824407,0.116539995,0.1704945,0.243587995,0.322830005,0.25313749
27.8,0.0440399,0.0376457,0.070572,0.0578653,0.321807,0.190663,0.121114,0.695182925,0.0820745,0.0923818,0.11088899,0.169382,0.24316099,0.320356,0.25238599
28.1,0.0355485,0.03512,0.0782338,0.0835164,0.329392,0.203431,0.124628,0.595472507,0.0748872,0.0919184,0.120838,0.157638,0.24602201,0.353304,0.24428301
28.4,0.054114,0.0656435,0.109636,0.171312,0.326268,0.318389,0.190856,0.311419269,0.064698995,0.078699505,0.11367,0.157716995,0.234707505,0.313804505,0.245498995
28.4,0.0403272,0.0387826,0.0568943,0.0744169,0.258593,0.182675,0.127321,0.553064939,0.064698995,0.078699505,0.11367,0.157716995,0.234707505,0.313804505,0.245498995
28.5,0.0590726,0.0484883,0.0690462,0.0521743,0.344194,0.164391,0.0849197,0.736738281,0.064698995,0.078699505,0.11367,0.157716995,0.234707505,0.313804505,0.245498995
28.6,0.0767845,0.0693615,0.103309,0.0961621,0.395943,0.27058,0.174346,0.60918064,0.063689897,0.07126627,0.112397933,0.157790297,0.234484003,0.310224337,0.240491663
28.9,0.032672,0.0283621,0.050671,0.0560372,0.203627,0.229353,0.152141,0.568387171,0.069397663,0.072281803,0.107554603,0.154092963,0.235183003,0.310298663,0.238115997
28.9,0.0240828,0.0157507,0.0347936,0.0238606,0.27315,0.0865356,0.0462314,0.839328293,0.069397663,0.072281803,0.107554603,0.154092963,0.235183003,0.310298663,0.238115997
29,0.0674023,0.0643263,0.118558,0.136273,0.39795801,0.31815499,0.206366,0.489834931,0.069397663,0.072281803,0.107554603,0.154092963,0.235183003,0.310298663,0.238115997
29,0.0805965,0.0815072,0.119264,0.148364,0.294677,0.22623,0.141937,0.330247088,0.069397663,0.072281803,0.107554603,0.154092963,0.235183003,0.310298663,0.238115997
29.5,0.0540839,0.0572694,0.109047,0.12129,0.275568,0.235981,0.168413,0.38874862,0.069115725,0.070567575,0.105639425,0.14600725,0.22592275,0.294487995,0.232694245
29.6,0.0784785,0.0770776,0.103917,0.131608,0.228876,0.343943,0.28799,0.269826123,0.062145375,0.061513725,0.105982323,0.13419225,0.213925003,0.27328475,0.21991325
29.7,0.0308018,0.0213479,0.0409304,0.0263949,0.37374899,0.0878942,0.0409872,0.868072957,0.0712254,0.0779203,0.13459399,0.151455,0.23730201,0.30963501,0.24618001
29.9,0.100732,0.100235,0.134835,0.149398,0.265685,0.269937,0.230098,0.280153608,0.0860613,0.0856671,0.1348,0.178611,0.23512,0.319652,0.234218
